Sexo;Comunidades y provincias;Edad (hasta 100 y más);Total
Mujeres;Palmas, Las;55-59;44.507
Mujeres;Palmas, Las;60-64;34.462
Mujeres;Palmas, Las;65-69;28.688
Mujeres;Palmas, Las;70-74;23.425
Mujeres;Palmas, Las;75-79;18.090
Mujeres;Palmas, Las;80-84;12.717
Mujeres;Palmas, Las;85-89;9.422
Mujeres;Palmas, Las;90-94;3.879
Mujeres;Palmas, Las;95-99;973
Mujeres;Palmas, Las;100 y más;223
Mujeres;Santa Cruz de Tenerife;Total;531.223
Mujeres;Santa Cruz de Tenerife;0-4;17.203
Mujeres;Santa Cruz de Tenerife;5-9;21.509
Mujeres;Santa Cruz de Tenerife;10-14;24.664
Mujeres;Santa Cruz de Tenerife;15-19;25.132
Mujeres;Santa Cruz de Tenerife;20-24;27.667
Mujeres;Santa Cruz de Tenerife;25-29;31.124
Mujeres;Santa Cruz de Tenerife;30-34;34.093
Mujeres;Santa Cruz de Tenerife;35-39;38.447
Mujeres;Santa Cruz de Tenerife;40-44;44.019
Mujeres;Santa Cruz de Tenerife;45-49;46.245
Mujeres;Santa Cruz de Tenerife;50-54;44.187
Mujeres;Santa Cruz de Tenerife;55-59;41.255
Mujeres;Santa Cruz de Tenerife;60-64;33.608
Mujeres;Santa Cruz de Tenerife;65-69;27.957
Mujeres;Santa Cruz de Tenerife;70-74;23.419
Mujeres;Santa Cruz de Tenerife;75-79;19.748
Mujeres;Santa Cruz de Tenerife;80-84;14.124
Mujeres;Santa Cruz de Tenerife;85-89;10.920
Mujeres;Santa Cruz de Tenerife;90-94;4.529
Mujeres;Santa Cruz de Tenerife;95-99;1.087
Mujeres;Santa Cruz de Tenerife;100 y más;286
Mujeres;CANTABRIA;Total;301.024
Mujeres;CANTABRIA;0-4;9.581
Mujeres;CANTABRIA;5-9;12.333
Mujeres;CANTABRIA;10-14;14.190
Mujeres;CANTABRIA;15-19;13.530
Mujeres;CANTABRIA;20-24;12.245
Mujeres;CANTABRIA;25-29;12.432
Mujeres;CANTABRIA;30-34;14.792
Mujeres;CANTABRIA;35-39;19.211
Mujeres;CANTABRIA;40-44;24.634
Mujeres;CANTABRIA;45-49;24.463
Mujeres;CANTABRIA;50-54;23.368
Mujeres;CANTABRIA;55-59;22.633
Mujeres;CANTABRIA;60-64;22.135
Mujeres;CANTABRIA;65-69;18.983
Mujeres;CANTABRIA;70-74;16.862
Mujeres;CANTABRIA;75-79;13.037
Mujeres;CANTABRIA;80-84;10.224
Mujeres;CANTABRIA;85-89;9.553
Mujeres;CANTABRIA;90-94;5.095
Mujeres;CANTABRIA;95-99;1.481
Mujeres;CANTABRIA;100 y más;242
Mujeres;CASTILLA Y LEÓN;Total;1.209.067
Mujeres;CASTILLA Y LEÓN;0-4;36.794
Mujeres;CASTILLA Y LEÓN;5-9;45.954
Mujeres;CASTILLA Y LEÓN;10-14;51.035
Mujeres;CASTILLA Y LEÓN;15-19;50.479
Mujeres;CASTILLA Y LEÓN;20-24;50.685
Mujeres;CASTILLA Y LEÓN;25-29;51.146
Mujeres;CASTILLA Y LEÓN;30-34;57.032
Mujeres;CASTILLA Y LEÓN;35-39;69.690
Mujeres;CASTILLA Y LEÓN;40-44;86.824
Mujeres;CASTILLA Y LEÓN;45-49;90.701
Mujeres;CASTILLA Y LEÓN;50-54;94.053
Mujeres;CASTILLA Y LEÓN;55-59;95.492
Mujeres;CASTILLA Y LEÓN;60-64;88.921
Mujeres;CASTILLA Y LEÓN;65-69;73.356
Mujeres;CASTILLA Y LEÓN;70-74;68.443
Mujeres;CASTILLA Y LEÓN;75-79;61.704
Mujeres;CASTILLA Y LEÓN;80-84;51.685
Mujeres;CASTILLA Y LEÓN;85-89;48.467
Mujeres;CASTILLA Y LEÓN;90-94;26.932
Mujeres;CASTILLA Y LEÓN;95-99;8.396
Mujeres;CASTILLA Y LEÓN;100 y más;1.278
Mujeres;Ávila;Total;78.593
Mujeres;Ávila;0-4;2.428
Mujeres;Ávila;5-9;3.012
Mujeres;Ávila;10-14;3.437
Mujeres;Ávila;15-19;3.322
Mujeres;Ávila;20-24;3.491
Mujeres;Ávila;25-29;3.405
Mujeres;Ávila;30-34;3.790
Mujeres;Ávila;35-39;4.452
Mujeres;Ávila;40-44;5.413
Mujeres;Ávila;45-49;5.757
Mujeres;Ávila;50-54;6.130
Mujeres;Ávila;55-59;6.231
Mujeres;Ávila;60-64;5.631
Mujeres;Ávila;65-69;4.474
Mujeres;Ávila;70-74;4.345
Mujeres;Ávila;75-79;3.984
Mujeres;Ávila;80-84;3.497
Mujeres;Ávila;85-89;3.300
Mujeres;Ávila;90-94;1.865
Mujeres;Ávila;95-99;547
Mujeres;Ávila;100 y más;82
Mujeres;Burgos;Total;178.079
Mujeres;Burgos;0-4;5.940
Mujeres;Burgos;5-9;7.553
Mujeres;Burgos;10-14;8.206
Mujeres;Burgos;15-19;7.778
Mujeres;Burgos;20-24;7.732
Mujeres;Burgos;25-29;7.613
Mujeres;Burgos;30-34;8.789
Mujeres;Burgos;35-39;10.364
Mujeres;Burgos;40-44;13.073
Mujeres;Burgos;45-49;13.724
Mujeres;Burgos;50-54;13.697
Mujeres;Burgos;55-59;13.888
Mujeres;Burgos;60-64;12.758
Mujeres;Burgos;65-69;10.546
Mujeres;Burgos;70-74;9.559
Mujeres;Burgos;75-79;8.305
Mujeres;Burgos;80-84;6.785
Mujeres;Burgos;85-89;6.464
Mujeres;Burgos;90-94;3.898
Mujeres;Burgos;95-99;1.236
Mujeres;Burgos;100 y más;171
Mujeres;León;Total;232.044
Mujeres;León;0-4;6.176
Mujeres;León;5-9;7.652
Mujeres;León;10-14;8.762
Mujeres;León;15-19;8.823
Mujeres;León;20-24;8.815
Mujeres;León;25-29;8.952
Mujeres;León;30-34;10.526
Mujeres;León;35-39;13.378
Mujeres;León;40-44;16.314
Mujeres;León;45-49;17.054
Mujeres;León;50-54;18.061
Mujeres;León;55-59;18.997
Mujeres;León;60-64;17.944
Mujeres;León;65-69;14.834
Mujeres;León;70-74;13.649
Mujeres;León;75-79;12.370
Mujeres;León;80-84;11.039
Mujeres;León;85-89;11.013
Mujeres;León;90-94;5.772
Mujeres;León;95-99;1.638
Mujeres;León;100 y más;275
Mujeres;Palencia;Total;80.250
Mujeres;Palencia;0-4;2.467
Mujeres;Palencia;5-9;2.916
Mujeres;Palencia;10-14;3.090
Mujeres;Palencia;15-19;3.213
Mujeres;Palencia;20-24;3.286
Mujeres;Palencia;25-29;3.392
Mujeres;Palencia;30-34;3.853
Mujeres;Palencia;35-39;4.644
Mujeres;Palencia;40-44;5.626
Mujeres;Palencia;45-49;5.669
Mujeres;Palencia;50-54;6.004
Mujeres;Palencia;55-59;6.636
Mujeres;Palencia;60-64;6.561
Mujeres;Palencia;65-69;5.209
Mujeres;Palencia;70-74;4.493
Mujeres;Palencia;75-79;4.041
Mujeres;Palencia;80-84;3.134
Mujeres;Palencia;85-89;3.333
Mujeres;Palencia;90-94;1.964
Mujeres;Palencia;95-99;640
Mujeres;Palencia;100 y más;79
Mujeres;Salamanca;Total;168.253
Mujeres;Salamanca;0-4;4.852
Mujeres;Salamanca;5-9;6.033
Mujeres;Salamanca;10-14;6.753
Mujeres;Salamanca;15-19;6.991
Mujeres;Salamanca;20-24;7.219
Mujeres;Salamanca;25-29;7.643
Mujeres;Salamanca;30-34;7.975
Mujeres;Salamanca;35-39;9.406
Mujeres;Salamanca;40-44;11.180
Mujeres;Salamanca;45-49;12.198
Mujeres;Salamanca;50-54;13.182
Mujeres;Salamanca;55-59;13.275
Mujeres;Salamanca;60-64;12.312
Mujeres;Salamanca;65-69;10.038
Mujeres;Salamanca;70-74;9.804
Mujeres;Salamanca;75-79;9.066
Mujeres;Salamanca;80-84;7.722
Mujeres;Salamanca;85-89;7.076
Mujeres;Salamanca;90-94;3.952
Mujeres;Salamanca;95-99;1.368
Mujeres;Salamanca;100 y más;208
Mujeres;Segovia;Total;76.457
Mujeres;Segovia;0-4;2.696
Mujeres;Segovia;5-9;3.228
Mujeres;Segovia;10-14;3.581
Mujeres;Segovia;15-19;3.633
Mujeres;Segovia;20-24;3.684
Mujeres;Segovia;25-29;3.609
Mujeres;Segovia;30-34;3.806
Mujeres;Segovia;35-39;4.553
Mujeres;Segovia;40-44;5.535
Mujeres;Segovia;45-49;5.793
Mujeres;Segovia;50-54;6.098
Mujeres;Segovia;55-59;6.072
Mujeres;Segovia;60-64;5.226
Mujeres;Segovia;65-69;3.951
Mujeres;Segovia;70-74;3.603
Mujeres;Segovia;75-79;3.345
Mujeres;Segovia;80-84;3.009
Mujeres;Segovia;85-89;2.868
Mujeres;Segovia;90-94;1.612
Mujeres;Segovia;95-99;480
Mujeres;Segovia;100 y más;75
Mujeres;Soria;Total;43.798
Mujeres;Soria;0-4;1.530
Mujeres;Soria;5-9;1.742
Mujeres;Soria;10-14;1.903
Mujeres;Soria;15-19;1.930
Mujeres;Soria;20-24;2.055
Mujeres;Soria;25-29;2.024
Mujeres;Soria;30-34;2.160
Mujeres;Soria;35-39;2.518
Mujeres;Soria;40-44;3.014
Mujeres;Soria;45-49;3.083
Mujeres;Soria;50-54;3.329
Mujeres;Soria;55-59;3.421
Mujeres;Soria;60-64;2.999
Mujeres;Soria;65-69;2.397
Mujeres;Soria;70-74;2.183
Mujeres;Soria;75-79;2.055
Mujeres;Soria;80-84;1.879
Mujeres;Soria;85-89;1.934
Mujeres;Soria;90-94;1.167
Mujeres;Soria;95-99;400
Mujeres;Soria;100 y más;75
Mujeres;Valladolid;Total;266.427
Mujeres;Valladolid;0-4;8.717
Mujeres;Valladolid;5-9;11.303
Mujeres;Valladolid;10-14;12.372
Mujeres;Valladolid;15-19;11.737
Mujeres;Valladolid;20-24;11.163
Mujeres;Valladolid;25-29;11.091
Mujeres;Valladolid;30-34;12.357
Mujeres;Valladolid;35-39;15.986
Mujeres;Valladolid;40-44;21.105
Mujeres;Valladolid;45-49;21.674
Mujeres;Valladolid;50-54;21.198
Mujeres;Valladolid;55-59;20.162
Mujeres;Valladolid;60-64;19.022
Mujeres;Valladolid;65-69;16.373
Mujeres;Valladolid;70-74;15.441
Mujeres;Valladolid;75-79;13.314
Mujeres;Valladolid;80-84;9.654
Mujeres;Valladolid;85-89;7.971
Mujeres;Valladolid;90-94;4.257
Mujeres;Valladolid;95-99;1.324
Mujeres;Valladolid;100 y más;206
Mujeres;Zamora;Total;85.166
Mujeres;Zamora;0-4;1.988
Mujeres;Zamora;5-9;2.515
Mujeres;Zamora;10-14;2.931
Mujeres;Zamora;15-19;3.052
Mujeres;Zamora;20-24;3.240
Mujeres;Zamora;25-29;3.417
Mujeres;Zamora;30-34;3.776
Mujeres;Zamora;35-39;4.389
Mujeres;Zamora;40-44;5.564
Mujeres;Zamora;45-49;5.749
Mujeres;Zamora;50-54;6.354
Mujeres;Zamora;55-59;6.810
Mujeres;Zamora;60-64;6.468
Mujeres;Zamora;65-69;5.534
Mujeres;Zamora;70-74;5.366
Mujeres;Zamora;75-79;5.224
Mujeres;Zamora;80-84;4.966
Mujeres;Zamora;85-89;4.508
Mujeres;Zamora;90-94;2.445
Mujeres;Zamora;95-99;763
Mujeres;Zamora;100 y más;107
Mujeres;CASTILLA - LA MANCHA;Total;1.022.561
Mujeres;CASTILLA - LA MANCHA;0-4;40.255
Mujeres;CASTILLA - LA MANCHA;5-9;49.838
Mujeres;CASTILLA - LA MANCHA;10-14;55.253
Mujeres;CASTILLA - LA MANCHA;15-19;52.141
Mujeres;CASTILLA - LA MANCHA;20-24;52.079
Mujeres;CASTILLA - LA MANCHA;25-29;53.199
Mujeres;CASTILLA - LA MANCHA;30-34;58.252
Mujeres;CASTILLA - LA MANCHA;35-39;68.098
Mujeres;CASTILLA - LA MANCHA;40-44;80.650
Mujeres;CASTILLA - LA MANCHA;45-49;80.007
Mujeres;CASTILLA - LA MANCHA;50-54;78.582
Mujeres;CASTILLA - LA MANCHA;55-59;74.367
Mujeres;CASTILLA - LA MANCHA;60-64;64.131
Mujeres;CASTILLA - LA MANCHA;65-69;49.672
Mujeres;CASTILLA - LA MANCHA;70-74;45.288
Mujeres;CASTILLA - LA MANCHA;75-79;38.503
Mujeres;CASTILLA - LA MANCHA;80-84;34.456
Mujeres;CASTILLA - LA MANCHA;85-89;28.607
Mujeres;CASTILLA - LA MANCHA;90-94;14.707
Mujeres;CASTILLA - LA MANCHA;95-99;3.891
Mujeres;CASTILLA - LA MANCHA;100 y más;585
Mujeres;Albacete;Total;193.022
Mujeres;Albacete;0-4;7.206
Mujeres;Albacete;5-9;8.753
Mujeres;Albacete;10-14;9.885
Mujeres;Albacete;15-19;9.733
Mujeres;Albacete;20-24;10.170
Mujeres;Albacete;25-29;10.135
Mujeres;Albacete;30-34;10.963
Mujeres;Albacete;35-39;12.154
Mujeres;Albacete;40-44;14.533
Mujeres;Albacete;45-49;15.019
Mujeres;Albacete;50-54;15.400
Mujeres;Albacete;55-59;14.892
Mujeres;Albacete;60-64;12.523
Mujeres;Albacete;65-69;9.725
Mujeres;Albacete;70-74;8.784
Mujeres;Albacete;75-79;7.733
Mujeres;Albacete;80-84;6.801
Mujeres;Albacete;85-89;5.299
Mujeres;Albacete;90-94;2.618
Mujeres;Albacete;95-99;598
Mujeres;Albacete;100 y más;98
Mujeres;Ciudad Real;Total;248.637
Mujeres;Ciudad Real;0-4;9.145
Mujeres;Ciudad Real;5-9;11.257
Mujeres;Ciudad Real;10-14;12.654
Mujeres;Ciudad Real;15-19;11.942
Mujeres;Ciudad Real;20-24;12.748
Mujeres;Ciudad Real;25-29;13.371
Mujeres;Ciudad Real;30-34;14.214
Mujeres;Ciudad Real;35-39;15.449
Mujeres;Ciudad Real;40-44;17.947
Mujeres;Ciudad Real;45-49;18.453
Mujeres;Ciudad Real;50-54;19.107
Mujeres;Ciudad Real;55-59;18.892
Mujeres;Ciudad Real;60-64;16.762
Mujeres;Ciudad Real;65-69;12.800
Mujeres;Ciudad Real;70-74;12.096
Mujeres;Ciudad Real;75-79;10.229
Mujeres;Ciudad Real;80-84;9.373
Mujeres;Ciudad Real;85-89;7.541
Mujeres;Ciudad Real;90-94;3.595
Mujeres;Ciudad Real;95-99;917
Mujeres;Ciudad Real;100 y más;145
Mujeres;Cuenca;Total;97.301
Mujeres;Cuenca;0-4;3.278
Mujeres;Cuenca;5-9;4.003
Mujeres;Cuenca;10-14;4.390
Mujeres;Cuenca;15-19;4.617
Mujeres;Cuenca;20-24;4.969
Mujeres;Cuenca;25-29;5.160
Mujeres;Cuenca;30-34;5.346
Mujeres;Cuenca;35-39;5.722
Mujeres;Cuenca;40-44;6.656
Mujeres;Cuenca;45-49;6.969
Mujeres;Cuenca;50-54;7.540
Mujeres;Cuenca;55-59;7.550
Mujeres;Cuenca;60-64;6.439
Mujeres;Cuenca;65-69;4.975
Mujeres;Cuenca;70-74;4.742
Mujeres;Cuenca;75-79;4.434
Mujeres;Cuenca;80-84;4.389
Mujeres;Cuenca;85-89;3.670
Mujeres;Cuenca;90-94;1.876
Mujeres;Cuenca;95-99;501
Mujeres;Cuenca;100 y más;75
Mujeres;Guadalajara;Total;130.958
Mujeres;Guadalajara;0-4;5.659
Mujeres;Guadalajara;5-9;7.139
Mujeres;Guadalajara;10-14;7.763
Mujeres;Guadalajara;15-19;7.098
Mujeres;Guadalajara;20-24;6.522
Mujeres;Guadalajara;25-29;6.553
Mujeres;Guadalajara;30-34;7.566
Mujeres;Guadalajara;35-39;9.637
Mujeres;Guadalajara;40-44;11.992
Mujeres;Guadalajara;45-49;11.274
Mujeres;Guadalajara;50-54;10.157
Mujeres;Guadalajara;55-59;8.981
Mujeres;Guadalajara;60-64;7.531
Mujeres;Guadalajara;65-69;5.738
Mujeres;Guadalajara;70-74;4.838
Mujeres;Guadalajara;75-79;3.692
Mujeres;Guadalajara;80-84;3.276
Mujeres;Guadalajara;85-89;3.087
Mujeres;Guadalajara;90-94;1.801
Mujeres;Guadalajara;95-99;573
Mujeres;Guadalajara;100 y más;81
Mujeres;Toledo;Total;352.643
Mujeres;Toledo;0-4;14.967
Mujeres;Toledo;5-9;18.686
Mujeres;Toledo;10-14;20.561
Mujeres;Toledo;15-19;18.751
Mujeres;Toledo;20-24;17.670
Mujeres;Toledo;25-29;17.980
Mujeres;Toledo;30-34;20.163
Mujeres;Toledo;35-39;25.136
Mujeres;Toledo;40-44;29.522
Mujeres;Toledo;45-49;28.292
Mujeres;Toledo;50-54;26.378
Mujeres;Toledo;55-59;24.052
Mujeres;Toledo;60-64;20.876
Mujeres;Toledo;65-69;16.434
Mujeres;Toledo;70-74;14.828
Mujeres;Toledo;75-79;12.415
Mujeres;Toledo;80-84;10.617
Mujeres;Toledo;85-89;9.010
Mujeres;Toledo;90-94;4.817
Mujeres;Toledo;95-99;1.302
Mujeres;Toledo;100 y más;186
Mujeres;CATALUÑA;Total;3.940.181
Mujeres;CATALUÑA;0-4;156.983
Mujeres;CATALUÑA;5-9;187.626
Mujeres;CATALUÑA;10-14;207.570
Mujeres;CATALUÑA;15-19;196.017
Mujeres;CATALUÑA;20-24;193.095
Mujeres;CATALUÑA;25-29;214.146
Mujeres;CATALUÑA;30-34;235.312
Mujeres;CATALUÑA;35-39;268.516
Mujeres;CATALUÑA;40-44;322.006
Mujeres;CATALUÑA;45-49;320.086
Mujeres;CATALUÑA;50-54;289.523
Mujeres;CATALUÑA;55-59;265.994
Mujeres;CATALUÑA;60-64;240.108
Mujeres;CATALUÑA;65-69;207.806
Mujeres;CATALUÑA;70-74;192.058
Mujeres;CATALUÑA;75-79;157.107
Mujeres;CATALUÑA;80-84;119.208
Mujeres;CATALUÑA;85-89;99.934
Mujeres;CATALUÑA;90-94;50.739
Mujeres;CATALUÑA;95-99;14.209
Mujeres;CATALUÑA;100 y más;2.138
Mujeres;Barcelona;Total;2.921.726
Mujeres;Barcelona;0-4;114.132
Mujeres;Barcelona;5-9;136.305
Mujeres;Barcelona;10-14;150.591
Mujeres;Barcelona;15-19;143.989
Mujeres;Barcelona;20-24;142.609
Mujeres;Barcelona;25-29;161.845
Mujeres;Barcelona;30-34;176.701
Mujeres;Barcelona;35-39;200.127
Mujeres;Barcelona;40-44;238.523
Mujeres;Barcelona;45-49;239.516
Mujeres;Barcelona;50-54;215.053
Mujeres;Barcelona;55-59;195.907
Mujeres;Barcelona;60-64;176.995
Mujeres;Barcelona;65-69;153.587
Mujeres;Barcelona;70-74;143.427
Mujeres;Barcelona;75-79;118.593
Mujeres;Barcelona;80-84;90.088
Mujeres;Barcelona;85-89;74.291
Mujeres;Barcelona;90-94;37.292
Mujeres;Barcelona;95-99;10.605
Mujeres;Barcelona;100 y más;1.550
Mujeres;Girona;Total;392.015
Mujeres;Girona;0-4;17.054
Mujeres;Girona;5-9;20.014
Mujeres;Girona;10-14;22.166
Mujeres;Girona;15-19;20.401
Mujeres;Girona;20-24;19.828
Mujeres;Girona;25-29;20.917
Mujeres;Girona;30-34;23.236
Mujeres;Girona;35-39;26.802
Mujeres;Girona;40-44;32.223
Mujeres;Girona;45-49;31.058
Mujeres;Girona;50-54;28.558
Mujeres;Girona;55-59;26.653
Mujeres;Girona;60-64;24.223
Mujeres;Girona;65-69;20.491
Mujeres;Girona;70-74;18.202
Mujeres;Girona;75-79;13.969
Mujeres;Girona;80-84;10.633
Mujeres;Girona;85-89;9.259
Mujeres;Girona;90-94;4.833
Mujeres;Girona;95-99;1.275
Mujeres;Girona;100 y más;220
Mujeres;Lleida;Total;215.275
Mujeres;Lleida;0-4;8.978
Mujeres;Lleida;5-9;10.784
Mujeres;Lleida;10-14;11.682
Mujeres;Lleida;15-19;10.555
Mujeres;Lleida;20-24;10.637
Mujeres;Lleida;25-29;10.903
Mujeres;Lleida;30-34;12.236
Mujeres;Lleida;35-39;13.815
Mujeres;Lleida;40-44;17.155
Mujeres;Lleida;45-49;16.624
Mujeres;Lleida;50-54;15.695
Mujeres;Lleida;55-59;15.234
Mujeres;Lleida;60-64;13.313
Mujeres;Lleida;65-69;11.175
Mujeres;Lleida;70-74;10.249
Mujeres;Lleida;75-79;8.553
Mujeres;Lleida;80-84;6.724
Mujeres;Lleida;85-89;6.474
Mujeres;Lleida;90-94;3.409
Mujeres;Lleida;95-99;932
Mujeres;Lleida;100 y más;148
Mujeres;Tarragona;Total;411.165
Mujeres;Tarragona;0-4;16.819
Mujeres;Tarragona;5-9;20.523
Mujeres;Tarragona;10-14;23.131
Mujeres;Tarragona;15-19;21.072
Mujeres;Tarragona;20-24;20.021
Mujeres;Tarragona;25-29;20.481
Mujeres;Tarragona;30-34;23.139
Mujeres;Tarragona;35-39;27.772
Mujeres;Tarragona;40-44;34.105
Mujeres;Tarragona;45-49;32.888
Mujeres;Tarragona;50-54;30.217
Mujeres;Tarragona;55-59;28.200
Mujeres;Tarragona;60-64;25.577
Mujeres;Tarragona;65-69;22.553
Mujeres;Tarragona;70-74;20.180
Mujeres;Tarragona;75-79;15.992
Mujeres;Tarragona;80-84;11.763
Mujeres;Tarragona;85-89;9.910
Mujeres;Tarragona;90-94;5.205
Mujeres;Tarragona;95-99;1.397
Mujeres;Tarragona;100 y más;220
Mujeres;COMUNITAT VALENCIANA;Total;2.562.090
Mujeres;COMUNITAT VALENCIANA;0-4;95.547
Mujeres;COMUNITAT VALENCIANA;5-9;117.625
Mujeres;COMUNITAT VALENCIANA;10-14;134.292
Mujeres;COMUNITAT VALENCIANA;15-19;127.106
Mujeres;COMUNITAT VALENCIANA;20-24;123.252
Mujeres;COMUNITAT VALENCIANA;25-29;128.396
Mujeres;COMUNITAT VALENCIANA;30-34;142.059
Mujeres;COMUNITAT VALENCIANA;35-39;169.037
Mujeres;COMUNITAT VALENCIANA;40-44;208.706
Mujeres;COMUNITAT VALENCIANA;45-49;207.231
Mujeres;COMUNITAT VALENCIANA;50-54;197.896
Mujeres;COMUNITAT VALENCIANA;55-59;184.929
Mujeres;COMUNITAT VALENCIANA;60-64;167.416
Mujeres;COMUNITAT VALENCIANA;65-69;143.259
Mujeres;COMUNITAT VALENCIANA;70-74;130.926
Mujeres;COMUNITAT VALENCIANA;75-79;105.865
Mujeres;COMUNITAT VALENCIANA;80-84;82.355
Mujeres;COMUNITAT VALENCIANA;85-89;59.871
Mujeres;COMUNITAT VALENCIANA;90-94;28.168
Mujeres;COMUNITAT VALENCIANA;95-99;7.060
Mujeres;COMUNITAT VALENCIANA;100 y más;1.094
Mujeres;Alicante/Alacant;Total;948.311
Mujeres;Alicante/Alacant;0-4;35.527
Mujeres;Alicante/Alacant;5-9;43.486
Mujeres;Alicante/Alacant;10-14;49.666
Mujeres;Alicante/Alacant;15-19;46.955
Mujeres;Alicante/Alacant;20-24;45.408
Mujeres;Alicante/Alacant;25-29;47.201
Mujeres;Alicante/Alacant;30-34;53.583
Mujeres;Alicante/Alacant;35-39;62.957
Mujeres;Alicante/Alacant;40-44;75.541
Mujeres;Alicante/Alacant;45-49;75.337
Mujeres;Alicante/Alacant;50-54;72.940
Mujeres;Alicante/Alacant;55-59;69.206
Mujeres;Alicante/Alacant;60-64;63.113
Mujeres;Alicante/Alacant;65-69;54.991
Mujeres;Alicante/Alacant;70-74;50.453
Mujeres;Alicante/Alacant;75-79;39.526
Mujeres;Alicante/Alacant;80-84;29.698
Mujeres;Alicante/Alacant;85-89;20.418
Mujeres;Alicante/Alacant;90-94;9.551
Mujeres;Alicante/Alacant;95-99;2.354
Mujeres;Alicante/Alacant;100 y más;400
Mujeres;Castellón/Castelló;Total;295.524
Mujeres;Castellón/Castelló;0-4;11.458
Mujeres;Castellón/Castelló;5-9;13.865
Mujeres;Castellón/Castelló;10-14;15.645
Mujeres;Castellón/Castelló;15-19;14.719
Mujeres;Castellón/Castelló;20-24;14.133
Mujeres;Castellón/Castelló;25-29;14.391
Mujeres;Castellón/Castelló;30-34;16.251
Mujeres;Castellón/Castelló;35-39;19.522
Mujeres;Castellón/Castelló;40-44;24.683
Mujeres;Castellón/Castelló;45-49;24.079
Mujeres;Castellón/Castelló;50-54;23.268
Mujeres;Castellón/Castelló;55-59;20.830
Mujeres;Castellón/Castelló;60-64;18.750
Mujeres;Castellón/Castelló;65-69;16.121
Mujeres;Castellón/Castelló;70-74;14.463
Mujeres;Castellón/Castelló;75-79;12.062
Mujeres;Castellón/Castelló;80-84;9.270
Mujeres;Castellón/Castelló;85-89;7.337
Mujeres;Castellón/Castelló;90-94;3.624
Mujeres;Castellón/Castelló;95-99;921
Mujeres;Castellón/Castelló;100 y más;132
Mujeres;Valencia/València;Total;1.318.255
Mujeres;Valencia/València;0-4;48.562
Mujeres;Valencia/València;5-9;60.274
Mujeres;Valencia/València;10-14;68.981
Mujeres;Valencia/València;15-19;65.432
Mujeres;Valencia/València;20-24;63.711
Mujeres;Valencia/València;25-29;66.804
Mujeres;Valencia/València;30-34;72.225
Mujeres;Valencia/València;35-39;86.558
Mujeres;Valencia/València;40-44;108.482
Mujeres;Valencia/València;45-49;107.815
Mujeres;Valencia/València;50-54;101.688
Mujeres;Valencia/València;55-59;94.893
Mujeres;Valencia/València;60-64;85.553
Mujeres;Valencia/València;65-69;72.147
Mujeres;Valencia/València;70-74;66.010
Mujeres;Valencia/València;75-79;54.277
Mujeres;Valencia/València;80-84;43.387
Mujeres;Valencia/València;85-89;32.116
Mujeres;Valencia/València;90-94;14.993
Mujeres;Valencia/València;95-99;3.785
Mujeres;Valencia/València;100 y más;562
Mujeres;EXTREMADURA;Total;535.151
Mujeres;EXTREMADURA;0-4;19.226
Mujeres;EXTREMADURA;5-9;22.706
Mujeres;EXTREMADURA;10-14;25.740
Mujeres;EXTREMADURA;15-19;25.811
Mujeres;EXTREMADURA;20-24;26.454
Mujeres;EXTREMADURA;25-29;27.973
Mujeres;EXTREMADURA;30-34;30.121
Mujeres;EXTREMADURA;35-39;33.372
Mujeres;EXTREMADURA;40-44;38.606
Mujeres;EXTREMADURA;45-49;39.880
Mujeres;EXTREMADURA;50-54;41.771
Mujeres;EXTREMADURA;55-59;42.179
Mujeres;EXTREMADURA;60-64;36.089
Mujeres;EXTREMADURA;65-69;28.476
Mujeres;EXTREMADURA;70-74;25.879
Mujeres;EXTREMADURA;75-79;23.266
Mujeres;EXTREMADURA;80-84;19.975
Mujeres;EXTREMADURA;85-89;17.453
Mujeres;EXTREMADURA;90-94;7.804
Mujeres;EXTREMADURA;95-99;2.055
Mujeres;EXTREMADURA;100 y más;315
Mujeres;Badajoz;Total;338.807
Mujeres;Badajoz;0-4;12.998
Mujeres;Badajoz;5-9;15.143
Mujeres;Badajoz;10-14;17.077
Mujeres;Badajoz;15-19;16.920
Mujeres;Badajoz;20-24;17.434
Mujeres;Badajoz;25-29;18.530
Mujeres;Badajoz;30-34;19.701
Mujeres;Badajoz;35-39;21.716
Mujeres;Badajoz;40-44;25.086
Mujeres;Badajoz;45-49;25.643
Mujeres;Badajoz;50-54;26.332
Mujeres;Badajoz;55-59;25.973
Mujeres;Badajoz;60-64;21.898
Mujeres;Badajoz;65-69;17.341
Mujeres;Badajoz;70-74;15.986
Mujeres;Badajoz;75-79;14.038
Mujeres;Badajoz;80-84;11.793
Mujeres;Badajoz;85-89;9.828
Mujeres;Badajoz;90-94;4.165
Mujeres;Badajoz;95-99;1.067
Mujeres;Badajoz;100 y más;138
Mujeres;Cáceres;Total;196.344
Mujeres;Cáceres;0-4;6.228
Mujeres;Cáceres;5-9;7.563
Mujeres;Cáceres;10-14;8.663
Mujeres;Cáceres;15-19;8.891
Mujeres;Cáceres;20-24;9.020
Mujeres;Cáceres;25-29;9.443
Mujeres;Cáceres;30-34;10.420
Mujeres;Cáceres;35-39;11.656
Mujeres;Cáceres;40-44;13.520
Mujeres;Cáceres;45-49;14.237
